movie_imdb_id,movie_name,role,order,name,imdb_id,img,gender,races,note,reference_url,voice,img_movie
848228,Marvel's The Avengers,cast,3,Mark Ruffalo,749263,http://s3.amazonaws.com/brianfoo_art/hollywood/749263.jpg,m,w,"His father's ancestry is Italian, and his mother is of half French-Canadian and half Italian descent",http://www.imdb.com/name/nm0749263/bio,0,
848228,Marvel's The Avengers,cast,4,Chris Hemsworth,1165110,http://s3.amazonaws.com/brianfoo_art/hollywood/1165110.jpg,m,w,"Dutch (from his immigrant maternal grandfather), Irish, English, Scottish, and German",http://www.imdb.com/name/nm1165110/bio,0,
848228,Marvel's The Avengers,cast,5,Scarlett Johansson,424060,http://s3.amazonaws.com/brianfoo_art/hollywood/424060.jpg,f,w,"Ashkenazi Jewish, Danish",http://www.imdb.com/name/nm0424060/bio,0,
1623205,Oz The Great and Powerful,cast,1,James Franco,290556,http://s3.amazonaws.com/brianfoo_art/hollywood/290556.jpg,m,w,"His father was of half Portuguese and half Swedish descent. His mother is from an Ashkenazi Jewish family (from Russia, Germany, Poland, and Lithuania).",http://www.imdb.com/name/nm0290556/bio,0,
1623205,Oz The Great and Powerful,cast,2,Mila Kunis,5109,http://s3.amazonaws.com/brianfoo_art/hollywood/5109.jpg,f,w,Ashkenazi Jewish,http://www.imdb.com/name/nm0005109/bio,0,
1623205,Oz The Great and Powerful,cast,3,Rachel Weisz,1838,http://s3.amazonaws.com/brianfoo_art/hollywood/1838.jpg,f,w,"Her father is a Hungarian Jewish immigrant, and her Austrian-born mother, who left Vienna in the 1930s, is of Italian and Austrian Jewish heritage",http://www.imdb.com/name/nm0001838/bio,0,
1623205,Oz The Great and Powerful,cast,4,Michelle Williams,931329,http://s3.amazonaws.com/brianfoo_art/hollywood/931329.jpg,f,w,"Norwegian, as well as German, English, Swedish, Swiss-German, Danish, Welsh, and Scottish",http://www.imdb.com/name/nm0931329/bio,0,
1623205,Oz The Great and Powerful,cast,5,Zach Braff,103785,http://s3.amazonaws.com/brianfoo_art/hollywood/103785.jpg,m,w,His father is of Ashkenazi Jewish descent (from a family from Austria and Russia). His mother is from a family with English and Scottish ancestry,http://www.imdb.com/name/nm0103785/bio,1,
1905041,Fast & Furious 6,cast,1,Vin Diesel,4874,http://s3.amazonaws.com/brianfoo_art/hollywood/4874.jpg,m,"w,b","Mother is English, German, Scottish, and Irish. Biological father's race not publicly known. Diesel identifies as person of color. Some sources say his biological father was African-American ",http://ethnicelebs.com/vin-diesel,0,
1905041,Fast & Furious 6,cast,2,Paul Walker,908094,http://s3.amazonaws.com/brianfoo_art/hollywood/908094.jpg,m,w,English and German,http://www.imdb.com/name/nm0908094/bio,0,
1905041,Fast & Furious 6,cast,3,Dwayne Johnson,425005,http://s3.amazonaws.com/brianfoo_art/hollywood/425005.jpg,m,"b,a","His father is black (of Black Nova Scotian descent), and his mother is of Samoan background",http://www.imdb.com/name/nm0425005/bio,0,
1905041,Fast & Furious 6,cast,4,Jordana Brewster,108287,http://s3.amazonaws.com/brianfoo_art/hollywood/108287.jpg,f,"w,h",Mother is Brazilian; Father is English and Scottish; technically not hispanic; identifies as Latina,http://www.huffingtonpost.com/2012/06/13/dallas-star-jordana-brewster_n_1595303.html,0,
1905041,Fast & Furious 6,cast,5,Michelle Rodriguez,735442,http://s3.amazonaws.com/brianfoo_art/hollywood/735442.jpg,f,h,Puerto Rican and Dominican,http://www.imdb.com/name/nm0735442/bio,0,
1170358,The Hobbit: The Desolation of Smaug,cast,1,Ian McKellen,5212,http://s3.amazonaws.com/brianfoo_art/hollywood/5212.jpg,m,w,"Scottish, Northern Irish, and English",http://www.imdb.com/name/nm0005212/bio,0,
1170358,The Hobbit: The Desolation of Smaug,cast,2,Martin Freeman,293509,http://s3.amazonaws.com/brianfoo_art/hollywood/293509.jpg,m,w,English and Irish,http://www.imdb.com/name/nm0293509/bio,0,
1170358,The Hobbit: The Desolation of Smaug,cast,3,Richard Armitage,35514,http://s3.amazonaws.com/brianfoo_art/hollywood/35514.jpg,m,w,,,0,
1170358,The Hobbit: The Desolation of Smaug,cast,4,Ken Stott,832792,http://s3.amazonaws.com/brianfoo_art/hollywood/832792.jpg,m,w,His father was Scottish and his mother was Sicilian,http://www.imdb.com/name/nm0832792/bio,0,
1170358,The Hobbit: The Desolation of Smaug,cast,5,Graham McTavish,574615,http://s3.amazonaws.com/brianfoo_art/hollywood/574615.jpg,m,w,Scottish,http://www.imdb.com/name/nm0574615/bio,0,
1453405,Monsters University,cast,1,Billy Crystal,345,http://s3.amazonaws.com/brianfoo_art/hollywood/345.jpg,m,w,"His family were Jewish immigrants from Russia, Austria, and Lithuania",http://www.imdb.com/name/nm0000345/bio,1,
1453405,Monsters University,cast,2,John Goodman,422,http://s3.amazonaws.com/brianfoo_art/hollywood/422.jpg,m,w,"English, Welsh, and German",http://www.imdb.com/name/nm0000422/bio,1,
1453405,Monsters University,cast,3,Steve Buscemi,114,http://s3.amazonaws.com/brianfoo_art/hollywood/114.jpg,m,w," Italian (father) and English, Dutch, and Irish (mother)",http://www.imdb.com/name/nm0000114/bio,1,
1453405,Monsters University,cast,4,Helen Mirren,545,http://s3.amazonaws.com/brianfoo_art/hollywood/545.jpg,f,w,"English, Russian",http://www.imdb.com/name/nm0000545/bio,1,
1453405,Monsters University,cast,5,Peter Sohn,812307,http://s3.amazonaws.com/brianfoo_art/hollywood/812307.jpg,m,a,Korean,https://en.wikipedia.org/wiki/Peter_Sohn#Life_and_career,1,
1454468,Gravity,cast,1,Sandra Bullock,113,http://s3.amazonaws.com/brianfoo_art/hollywood/113.jpg,f,w,"Irish, English, French, and German",http://www.imdb.com/name/nm0000113/bio,0,
1454468,Gravity,cast,2,George Clooney,123,http://s3.amazonaws.com/brianfoo_art/hollywood/123.jpg,m,w,"Irish, English, and German",http://www.imdb.com/name/nm0000123/bio,0,
1454468,Gravity,cast,3,Ed Harris,438,http://s3.amazonaws.com/brianfoo_art/hollywood/438.jpg,m,w,,,1,
1454468,Gravity,cast,4,Orto Ignatiussen,1241511,none,m,u,possibly Greenland Inuit,http://www.hollywoodreporter.com/news/gravity-spinoff-watch-side-sandra-657919,1,
1454468,Gravity,cast,5,Phaldut Sharma,2060857,http://s3.amazonaws.com/brianfoo_art/hollywood/2060857.jpg,m,a,Indian,http://www.telegraphindia.com/1131029/jsp/t2/story_17504261.jsp#.Vo3TsfkrL4Y,1,
770828,Man of Steel,cast,1,Henry Cavill,147147,http://s3.amazonaws.com/brianfoo_art/hollywood/147147.jpg,m,w,"Irish, Scottish, and English",http://www.imdb.com/name/nm0147147/bio,0,
770828,Man of Steel,cast,2,Amy Adams,10736,http://s3.amazonaws.com/brianfoo_art/hollywood/10736.jpg,f,w,"English, as well as smaller amounts of Danish, Swiss-German, and Norwegian",http://www.imdb.com/name/nm0010736/bio,0,
770828,Man of Steel,cast,3,Michael Shannon,788335,http://s3.amazonaws.com/brianfoo_art/hollywood/788335.jpg,m,w,,,0,
770828,Man of Steel,cast,4,Diane Lane,178,http://s3.amazonaws.com/brianfoo_art/hollywood/178.jpg,f,w,"English, and some German and Scots-Irish (Northern Irish)",http://www.imdb.com/name/nm0000178/bio,0,
770828,Man of Steel,cast,5,Russell Crowe,128,http://s3.amazonaws.com/brianfoo_art/hollywood/128.jpg,m,w,"Welsh (where his paternal grandfather was born, in Wrexham), English, Irish, Scottish, Norwegian, Swedish, and Maori (one of Crowe's maternal great-grandmothers, Erana Putiputi Hayes Heihi, was Maori)",http://www.imdb.com/name/nm0000128/bio,0,
1690953,Despicable Me 2,cast,1,Steve Carell,136797,http://s3.amazonaws.com/brianfoo_art/hollywood/136797.jpg,m,w,His mother is of Polish descent and his father is of Italian and German ancestry,http://www.imdb.com/name/nm0136797/bio,1,
1690953,Despicable Me 2,cast,2,Kristen Wiig,1325419,http://s3.amazonaws.com/brianfoo_art/hollywood/1325419.jpg,f,w,"Norwegian (from her paternal grandfather), Irish, English, and Scottish",http://www.imdb.com/name/nm1325419/bio,1,
1690953,Despicable Me 2,cast,3,Benjamin Bratt,973,http://s3.amazonaws.com/brianfoo_art/hollywood/973.jpg,m,"w,o","English, German, and Austrian descent on his father's side, and of Peruvian (Qechua) descent on his mother's side",http://www.imdb.com/name/nm0000973/bio,1,
1690953,Despicable Me 2,cast,4,Miranda Cosgrove,1388927,http://s3.amazonaws.com/brianfoo_art/hollywood/1388927.jpg,f,w,"English, Irish, and French",http://www.imdb.com/name/nm1388927/bio,1,
1690953,Despicable Me 2,cast,5,Russell Brand,1258970,http://s3.amazonaws.com/brianfoo_art/hollywood/1258970.jpg,m,w,English,http://www.imdb.com/name/nm1258970/bio,1,
2294629,Frozen,cast,1,Kristen Bell,68338,http://s3.amazonaws.com/brianfoo_art/hollywood/68338.jpg,f,w,Scottish and Polish,http://www.imdb.com/name/nm0068338/bio,1,
2294629,Frozen,cast,2,Idina Menzel,579953,http://s3.amazonaws.com/brianfoo_art/hollywood/579953.jpg,f,w,Russian and Eastern European Jewish,https://en.wikipedia.org/wiki/Idina_Menzel,1,
2294629,Frozen,cast,3,Jonathan Groff,2676147,http://s3.amazonaws.com/brianfoo_art/hollywood/2676147.jpg,m,w,,,1,
2294629,Frozen,cast,4,Josh Gad,1265802,http://s3.amazonaws.com/brianfoo_art/hollywood/1265802.jpg,m,w,"His father was born in Afghanistan, to an Afghan Jewish family. His mother, who is originally from New York, is of Ashkenazi Jewish background",http://www.imdb.com/name/nm1265802/bio,1,
2294629,Frozen,cast,5,Santino Fontana,2949014,http://s3.amazonaws.com/brianfoo_art/hollywood/2949014.jpg,m,w,"He is of half Italian, one quarter Portuguese, and one quarter Spanish, descent",https://en.wikipedia.org/wiki/Santino_Fontana#Life_and_career,1,
1300854,Iron Man 3,cast,1,Robert Downey Jr.,375,http://s3.amazonaws.com/brianfoo_art/hollywood/375.jpg,m,w,"Robert's father is of half Lithuanian Jewish, one quarter Hungarian Jewish, and one quarter Irish, descent, while Robert's mother was of English, Scottish, German, and Swiss-German",http://www.imdb.com/name/nm0000375/bio,0,
1300854,Iron Man 3,cast,2,Gwyneth Paltrow,569,http://s3.amazonaws.com/brianfoo_art/hollywood/569.jpg,f,w,"German, and some English and Irish; Eastern European",http://www.imdb.com/name/nm0000569/bio,0,
1300854,Iron Man 3,cast,3,Don Cheadle,332,http://s3.amazonaws.com/brianfoo_art/hollywood/332.jpg,m,b,,http://www.pbs.org/wnet/aalives/profiles/cheadle.html,0,
1300854,Iron Man 3,cast,4,Guy Pearce,1602,http://s3.amazonaws.com/brianfoo_art/hollywood/1602.jpg,m,w,English and Scottish,http://www.imdb.com/name/nm0001602/bio,0,
1300854,Iron Man 3,cast,5,Rebecca Hall,356017,http://s3.amazonaws.com/brianfoo_art/hollywood/356017.jpg,f,"w,w,w,w,b,o","Dutch, Scottish, Sioux, and African American",http://www.imdb.com/name/nm0356017/bio,0,
1951264,The Hunger Games: Catching Fire,cast,1,Jennifer Lawrence,2225369,http://s3.amazonaws.com/brianfoo_art/hollywood/2225369.jpg,f,w,"English, German, Irish, and Scottish",http://www.imdb.com/name/nm2225369/bio,0,
1951264,The Hunger Games: Catching Fire,cast,2,Josh Hutcherson,1242688,http://s3.amazonaws.com/brianfoo_art/hollywood/1242688.jpg,m,w," English, as well as Scottish, German, and distant Irish and French",http://www.imdb.com/name/nm1242688/bio,0,
1951264,The Hunger Games: Catching Fire,cast,3,Liam Hemsworth,2955013,http://s3.amazonaws.com/brianfoo_art/hollywood/2955013.jpg,m,w,"Dutch (from his immigrant maternal grandfather), Irish, English, Scottish, and German",http://www.imdb.com/name/nm2955013/bio,0,
1951264,The Hunger Games: Catching Fire,cast,4,Woody Harrelson,437,http://s3.amazonaws.com/brianfoo_art/hollywood/437.jpg,m,w,"English, Scottish, German, and distant Dutch and Welsh",http://www.imdb.com/name/nm0000437/bio,0,
1951264,The Hunger Games: Catching Fire,cast,5,Elizabeth Banks,6969,http://s3.amazonaws.com/brianfoo_art/hollywood/6969.jpg,f,w,"English, Irish, Scottish, and more distant Dutch",http://www.imdb.com/name/nm0006969/bio,0,
2245084,Big Hero 6,cast,1,Scott Adsit,12523,http://s3.amazonaws.com/brianfoo_art/hollywood/12523.jpg,m,w,,,1,
2245084,Big Hero 6,cast,2,Ryan Potter,3994407,http://s3.amazonaws.com/brianfoo_art/hollywood/3994407.jpg,m,"w,a",Japanese father and a caucasian American-Jewish mother,http://www.imdb.com/name/nm3994407/bio,1,
2245084,Big Hero 6,cast,3,Daniel Henney,2024644,http://s3.amazonaws.com/brianfoo_art/hollywood/2024644.jpg,m,"w,a","father (American of British descent), mother (American of Korean descent)",http://www.imdb.com/name/nm2024644/bio,1,
2245084,Big Hero 6,cast,4,T.J. Miller,2554352,http://s3.amazonaws.com/brianfoo_art/hollywood/2554352.jpg,m,w,,,1,
2245084,Big Hero 6,cast,5,Jamie Chung,1512166,http://s3.amazonaws.com/brianfoo_art/hollywood/1512166.jpg,f,a,Korean,http://www.imdb.com/name/nm1512166/bio,1,
1877832,X-Men: Days of Future Past,cast,1,Hugh Jackman,413168,http://s3.amazonaws.com/brianfoo_art/hollywood/413168.jpg,m,w,"English, Greek, Scottish",http://www.imdb.com/name/nm0413168/bio,0,
1877832,X-Men: Days of Future Past,cast,2,James McAvoy,564215,http://s3.amazonaws.com/brianfoo_art/hollywood/564215.jpg,m,w,,,0,
1877832,X-Men: Days of Future Past,cast,3,Michael Fassbender,1055413,http://s3.amazonaws.com/brianfoo_art/hollywood/1055413.jpg,m,w,"German, Irish",http://www.imdb.com/name/nm1055413/bio,0,
1877832,X-Men: Days of Future Past,cast,4,Jennifer Lawrence,2225369,http://s3.amazonaws.com/brianfoo_art/hollywood/2225369.jpg,f,w,"English, German, Irish, and Scottish",http://www.imdb.com/name/nm2225369/bio,0,
1877832,X-Men: Days of Future Past,cast,5,Halle Berry,932,http://s3.amazonaws.com/brianfoo_art/hollywood/932.jpg,f,"w,b","father was African-American, mother has English and German ancestry",http://www.imdb.com/name/nm0000932/bio,0,
1587310,Maleficent,cast,1,Angelina Jolie,1401,http://s3.amazonaws.com/brianfoo_art/hollywood/1401.jpg,f,w,"German and Slovak on her father's side, and French-Canadian, Dutch, German, Czech, and remote Huron",http://www.imdb.com/name/nm0001401/bio,0,
1587310,Maleficent,cast,2,Elle Fanning,1102577,http://s3.amazonaws.com/brianfoo_art/hollywood/1102577.jpg,f,w,"German, Irish, English, French, and Channel Islander",http://www.imdb.com/name/nm1102577/bio,0,
1587310,Maleficent,cast,3,Sharlto Copley,1663205,http://s3.amazonaws.com/brianfoo_art/hollywood/1663205.jpg,m,w,"English ethnicity, South African nationality",http://www.imdb.com/name/nm1663205/bio,0,
1587310,Maleficent,cast,4,Lesley Manville,544334,http://s3.amazonaws.com/brianfoo_art/hollywood/544334.jpg,f,w,,,0,
1587310,Maleficent,cast,5,Imelda Staunton,1767,http://s3.amazonaws.com/brianfoo_art/hollywood/1767.jpg,f,w,Irish,https://en.wikipedia.org/wiki/Imelda_Staunton#Early_life_and_education,0,
2109248,Transformers: Age of Extinction,cast,1,Mark Wahlberg,242,http://s3.amazonaws.com/brianfoo_art/hollywood/242.jpg,m,w,"Irish, Swedish (from his paternal grandfather), and more distant French-Canadian and English",http://www.imdb.com/name/nm0000242/bio,0,
2109248,Transformers: Age of Extinction,cast,2,Stanley Tucci,1804,http://s3.amazonaws.com/brianfoo_art/hollywood/1804.jpg,m,w,"His family is Italian-American, with origins in Calabria",http://www.imdb.com/name/nm0001804/bio,0,
2109248,Transformers: Age of Extinction,cast,3,Kelsey Grammer,1288,http://s3.amazonaws.com/brianfoo_art/hollywood/1288.jpg,m,w,"English, German, Irish and Scottish",http://www.imdb.com/name/nm0001288/bio,0,
2109248,Transformers: Age of Extinction,cast,4,Nicola Peltz,2443758,http://s3.amazonaws.com/brianfoo_art/hollywood/2443758.jpg,f,w,"Ashkenazi Jewish (from her father) and German, Welsh, and English (from her mother)",http://www.imdb.com/name/nm2443758/bio,0,
2109248,Transformers: Age of Extinction,cast,5,Jack Reynor,2930503,http://s3.amazonaws.com/brianfoo_art/hollywood/2930503.jpg,m,w,Irish mother,http://www.imdb.com/name/nm2930503/bio,0,
2310332,The Hobbit: The Battle of the Five Armies,cast,1,Ian McKellen,5212,http://s3.amazonaws.com/brianfoo_art/hollywood/5212.jpg,m,w,"Scottish, Northern Irish, and English",http://www.imdb.com/name/nm0005212/bio,0,
2310332,The Hobbit: The Battle of the Five Armies,cast,2,Martin Freeman,293509,http://s3.amazonaws.com/brianfoo_art/hollywood/293509.jpg,m,w,English and Irish,http://www.imdb.com/name/nm0293509/bio,0,
2310332,The Hobbit: The Battle of the Five Armies,cast,3,Richard Armitage,35514,http://s3.amazonaws.com/brianfoo_art/hollywood/35514.jpg,m,w,,,0,
2310332,The Hobbit: The Battle of the Five Armies,cast,4,Ken Stott,832792,http://s3.amazonaws.com/brianfoo_art/hollywood/832792.jpg,m,w,His father was Scottish and his mother was Sicilian,http://www.imdb.com/name/nm0832792/bio,0,
2310332,The Hobbit: The Battle of the Five Armies,cast,5,Graham McTavish,574615,http://s3.amazonaws.com/brianfoo_art/hollywood/574615.jpg,m,w,Scottish,http://www.imdb.com/name/nm0574615/bio,0,
1490017,The LEGO Movie,cast,1,Chris Pratt,695435,http://s3.amazonaws.com/brianfoo_art/hollywood/695435.jpg,m,w,"His mother is of Norwegian descent and his father had English, German, Swiss, and French-Canadian ancestry",http://www.imdb.com/name/nm0695435/bio,1,
1490017,The LEGO Movie,cast,2,Will Ferrell,2071,http://s3.amazonaws.com/brianfoo_art/hollywood/0002071.jpg,m,w,"English, with smaller amounts of Irish, German, and Welsh",http://www.imdb.com/name/nm0002071/bio,1,
1490017,The LEGO Movie,cast,3,Elizabeth Banks,6969,http://s3.amazonaws.com/brianfoo_art/hollywood/6969.jpg,f,w,"English, Irish, Scottish, and more distant Dutch",http://www.imdb.com/name/nm0006969/bio,1,
1490017,The LEGO Movie,cast,4,Will Arnett,4715,http://s3.amazonaws.com/brianfoo_art/hollywood/4715.jpg,m,w,,,1,
1490017,The LEGO Movie,cast,5,Nick Offerman,644406,http://s3.amazonaws.com/brianfoo_art/hollywood/0644406.jpg,m,w,German and Swiss-German,http://www.imdb.com/name/nm0644406/bio,1,
1843866,Captain America: The Winter Soldier,cast,1,Chris Evans,262635,http://s3.amazonaws.com/brianfoo_art/hollywood/262635.jpg,m,w,"Chris's father is of half German and half Welsh/English/Scottish ancestry, while Chris's mother is of half Italian and half Irish descent",http://www.imdb.com/name/nm0262635/bio,0,
1843866,Captain America: The Winter Soldier,cast,2,Samuel L. Jackson,168,,m,b,,http://www.imdb.com/name/nm0000168/bio,0,
1843866,Captain America: The Winter Soldier,cast,3,Scarlett Johansson,424060,http://s3.amazonaws.com/brianfoo_art/hollywood/424060.jpg,f,w,"Ashkenazi Jewish, Danish",http://www.imdb.com/name/nm0424060/bio,0,
1843866,Captain America: The Winter Soldier,cast,4,Robert Redford,602,http://s3.amazonaws.com/brianfoo_art/hollywood/602.jpg,m,w,"English, Irish, and Scottish",http://www.imdb.com/name/nm0000602/bio,0,
1843866,Captain America: The Winter Soldier,cast,5,Sebastian Stan,1659221,http://s3.amazonaws.com/brianfoo_art/hollywood/1659221.jpg,m,w,Romanian,http://www.imdb.com/name/nm1659221/bio,0,
2015381,Guardians of the Galaxy,cast,1,Chris Pratt,695435,http://s3.amazonaws.com/brianfoo_art/hollywood/695435.jpg,m,w,"His mother is of Norwegian descent and his father had English, German, Swiss, and French-Canadian ancestry",http://www.imdb.com/name/nm0695435/bio,0,
2015381,Guardians of the Galaxy,cast,2,Zoe Saldana,757855,http://s3.amazonaws.com/brianfoo_art/hollywood/757855.jpg,f,h,Her father had Dominican ancestry; her mother is Puerto Rican. She also has Haitian and Lebanese ancestry.,http://www.imdb.com/name/nm0757855/bio,0,
2015381,Guardians of the Galaxy,cast,3,Dave Bautista,1176985,http://s3.amazonaws.com/brianfoo_art/hollywood/1176985.jpg,m,"w,a","His father is Filipino, and his mother has Greek ancestry",http://www.imdb.com/name/nm1176985/bio,0,
2015381,Guardians of the Galaxy,cast,4,Vin Diesel,4874,http://s3.amazonaws.com/brianfoo_art/hollywood/4874.jpg,m,"w,b","Mother is English, German, Scottish, and Irish. Biological father's race not publicly known. Diesel identifies as person of color. Some sources say his biological father was African-American ",http://ethnicelebs.com/vin-diesel,1,
2015381,Guardians of the Galaxy,cast,5,Bradley Cooper,177896,http://s3.amazonaws.com/brianfoo_art/hollywood/177896.jpg,m,w,His father was of Irish descent and his mother is of Italian ancestry,http://www.imdb.com/name/nm0177896/bio,1,
1951265,The Hunger Games: Mockingjay - Part 1,cast,1,Jennifer Lawrence,2225369,http://s3.amazonaws.com/brianfoo_art/hollywood/2225369.jpg,f,w,"English, German, Irish, and Scottish",http://www.imdb.com/name/nm2225369/bio,0,
1951265,The Hunger Games: Mockingjay - Part 1,cast,2,Josh Hutcherson,1242688,http://s3.amazonaws.com/brianfoo_art/hollywood/1242688.jpg,m,w," English, as well as Scottish, German, and distant Irish and French",http://www.imdb.com/name/nm1242688/bio,0,
1951265,The Hunger Games: Mockingjay - Part 1,cast,3,Liam Hemsworth,2955013,http://s3.amazonaws.com/brianfoo_art/hollywood/2955013.jpg,m,w,"Dutch (from his immigrant maternal grandfather), Irish, English, Scottish, and German",http://www.imdb.com/name/nm2955013/bio,0,
1951265,The Hunger Games: Mockingjay - Part 1,cast,4,Woody Harrelson,437,http://s3.amazonaws.com/brianfoo_art/hollywood/437.jpg,m,w,"English, Scottish, German, and distant Dutch and Welsh",http://www.imdb.com/name/nm0000437/bio,0,
1951265,The Hunger Games: Mockingjay - Part 1,cast,5,Donald Sutherland,661,http://s3.amazonaws.com/brianfoo_art/hollywood/661.jpg,m,w,"Scottish, as well as German and English",http://www.imdb.com/name/nm0000661/bio,0,
2179136,American Sniper,cast,1,Bradley Cooper,177896,http://s3.amazonaws.com/brianfoo_art/hollywood/177896.jpg,m,w,His father was of Irish descent and his mother is of Italian ancestry,http://www.imdb.com/name/nm0177896/bio,0,
2179136,American Sniper,cast,2,Sienna Miller,1092227,http://s3.amazonaws.com/brianfoo_art/hollywood/1092227.jpg,f,w,South African-born English,http://www.imdb.com/name/nm1092227/bio,0,
2179136,American Sniper,cast,3,Max Charles,1934618,http://s3.amazonaws.com/brianfoo_art/hollywood/1934618.jpg,m,w,,,0,
2179136,American Sniper,cast,4,Luke Grimes,2093766,http://s3.amazonaws.com/brianfoo_art/hollywood/2093766.jpg,m,w,,,0,
2179136,American Sniper,cast,5,Kyle Gallner,973177,http://s3.amazonaws.com/brianfoo_art/hollywood/973177.jpg,m,w,Russian Jewish,http://www.imdb.com/name/nm0973177/bio,0,
2379713,Spectre,cast,1,Daniel Craig,185819,http://s3.amazonaws.com/brianfoo_art/hollywood/185819.jpg,m,w,"English, as well as Welsh, Scottish, and Irish",http://www.imdb.com/name/nm0185819/bio,0,
2379713,Spectre,cast,2,Christoph Waltz,910607,http://s3.amazonaws.com/brianfoo_art/hollywood/910607.jpg,m,w,"German, Austrian, Viennese",http://www.imdb.com/name/nm0910607/bio,0,
2379713,Spectre,cast,3,Léa Seydoux,2244205,http://s3.amazonaws.com/brianfoo_art/hollywood/2244205.jpg,f,w,"French and Alsatian German descent, with more distant Spanish-Venezuelan roots on her father's side",http://www.imdb.com/name/nm2244205/bio,0,
2379713,Spectre,cast,4,Ralph Fiennes,146,http://s3.amazonaws.com/brianfoo_art/hollywood/146.jpg,m,w,"He is of English, Irish, and Scottish origin",http://www.imdb.com/name/nm0000146/bio,0,
2379713,Spectre,cast,5,Monica Bellucci,899,http://s3.amazonaws.com/brianfoo_art/hollywood/899.jpg,f,w,Italian,http://www.imdb.com/name/nm0000899/bio,0,
1661199,Cinderella (2015),cast,1,Cate Blanchett,949,http://s3.amazonaws.com/brianfoo_art/hollywood/949.jpg,f,w," English, some Scottish, and remote French",http://www.imdb.com/name/nm0000949/bio,0,
1661199,Cinderella (2015),cast,2,Lily James,4141252,http://s3.amazonaws.com/brianfoo_art/hollywood/4141252.jpg,f,w,"Scottish, English, French, and more distant German",http://www.imdb.com/name/nm4141252/bio,0,
1661199,Cinderella (2015),cast,3,Richard Madden,534635,http://s3.amazonaws.com/brianfoo_art/hollywood/534635.jpg,m,w,Scottish,https://en.wikipedia.org/wiki/Richard_Madden,0,
1661199,Cinderella (2015),cast,4,Helena Bonham Carter,307,http://s3.amazonaws.com/brianfoo_art/hollywood/307.jpg,f,"w,w,w,h","Father was of English ancestry; maternal grandfather was a half-Jewish/half-Catholic Spanish; maternal grandmother from a Jewish family (from Germany, Austria, France, Bohemia, and Ukraine)",http://www.imdb.com/name/nm0000307/bio,0,
1661199,Cinderella (2015),cast,5,Nonso Anozie,1996829,http://s3.amazonaws.com/brianfoo_art/hollywood/1996829.jpg,m,b,Nigerian,https://en.wikipedia.org/wiki/Nonso_Anozie#Life_and_career,0,
3659388,The Martian,cast,1,Matt Damon,354,http://s3.amazonaws.com/brianfoo_art/hollywood/354.jpg,m,w," His father is of English and Scottish descent, and his mother is of Finnish and Swedish ancestry",http://www.imdb.com/name/nm0000354/bio,0,
3659388,The Martian,cast,2,Jessica Chastain,1567113,http://s3.amazonaws.com/brianfoo_art/hollywood/1567113.jpg,f,"w,w,w,h","one quarter Spanish/Basque, as well as of one eighth Greek, descent, with the remainder of her ancestry including English, German, French, Dutch, Scots-Irish (Northern Irish), and Scottish",http://www.imdb.com/name/nm1567113/bio,0,
3659388,The Martian,cast,3,Kristen Wiig,1325419,http://s3.amazonaws.com/brianfoo_art/hollywood/1325419.jpg,f,w,"Norwegian (from her paternal grandfather), Irish, English, and Scottish",http://www.imdb.com/name/nm1325419/bio,0,
3659388,The Martian,cast,4,Jeff Daniels,1099,http://s3.amazonaws.com/brianfoo_art/hollywood/1099.jpg,m,w,"English, Northern Irish (Scots-Irish), Scottish, and German",http://www.imdb.com/name/nm0001099/bio,0,
3659388,The Martian,cast,5,Michael Peña,671567,http://s3.amazonaws.com/brianfoo_art/hollywood/671567.jpg,m,h,Mexican-American,http://www.imdb.com/name/nm0671567/bio,0,
1951266,The Hunger Games: Mockingjay - Part 2,cast,1,Jennifer Lawrence,2225369,http://s3.amazonaws.com/brianfoo_art/hollywood/2225369.jpg,f,w,"English, German, Irish, and Scottish",http://www.imdb.com/name/nm2225369/bio,0,
1951266,The Hunger Games: Mockingjay - Part 2,cast,2,Josh Hutcherson,1242688,http://s3.amazonaws.com/brianfoo_art/hollywood/1242688.jpg,m,w," English, as well as Scottish, German, and distant Irish and French",http://www.imdb.com/name/nm1242688/bio,0,
1951266,The Hunger Games: Mockingjay - Part 2,cast,3,Liam Hemsworth,2955013,http://s3.amazonaws.com/brianfoo_art/hollywood/2955013.jpg,m,w,"Dutch (from his immigrant maternal grandfather), Irish, English, Scottish, and German",http://www.imdb.com/name/nm2955013/bio,0,
1951266,The Hunger Games: Mockingjay - Part 2,cast,4,Woody Harrelson,437,http://s3.amazonaws.com/brianfoo_art/hollywood/437.jpg,m,w,"English, Scottish, German, and distant Dutch and Welsh",http://www.imdb.com/name/nm0000437/bio,0,
1951266,The Hunger Games: Mockingjay - Part 2,cast,5,Donald Sutherland,661,http://s3.amazonaws.com/brianfoo_art/hollywood/661.jpg,m,w,"Scottish, as well as German and English",http://www.imdb.com/name/nm0000661/bio,0,
2293640,Minions,cast,1,Sandra Bullock,113,http://s3.amazonaws.com/brianfoo_art/hollywood/113.jpg,f,w,"Irish, English, French, and German",http://www.imdb.com/name/nm0000113/bio,1,
2293640,Minions,cast,2,Jon Hamm,358316,http://s3.amazonaws.com/brianfoo_art/hollywood/358316.jpg,m,w,"German, English, and Irish",http://www.imdb.com/name/nm0358316/bio,1,
